name,age,email,phone,purchase_frequency
Jade Jöhnsön,invalid_age,jade.johnson@distansakademin.se,0733-274417,medium
Jöe Jenkins,65,joe.jenkins@distansakademin.se,0711-470882,low
Jill Jenkins,28,jill.jenkins@distansakademin.se,0716-719104,low
Jenny Jöhnsön,40,jenny.johnson@distansakademin.se,0738-520813,high
Jöhn Jöhanssön,invalid_age,john.johansson@distansakademin.se,0770-890919,medium
Jasper Janssen,18,jasper.janssen@distansakademin.se,0722-907286,medium
Jesse Jennings,58,jesse.jennings@distansakademin.se,0723-534662,medium
Jöe Janssen,25,joe.janssen@distansakademin.se,0774-844339,medium
Jenny Jöhnsön,20,jenny.johnson@distansakademin.se,0747-392974,low
Jill Smith,46,jill.smith@distansakademin.se,0790-390175,medium
Jenny Jenkins,invalid_age,jenny.jenkins@distansakademin.se,0711-538730,high
Jöe Janssen,44,joe.janssen@distansakademin.se,0761-764694,low
Jöe Jöhanssön,20,invalid_mail,0725-175136,medium
Jack Jennings,33,invalid_mail,0729-765876,high
Jesse Jönes,28,jesse.jones@distansakademin.se,0751-554150,medium
Jöhn Jennings,21,invalid_mail,0754-690431,low
Jesse Jönes,59,jesse.jones@distansakademin.se,0734-739235,high
Jade Jennings,38,jade.jennings@distansakademin.se,0759-649219,high
Jasper Jensen,52,jasper.jensen@distansakademin.se,0765-869340,medium
Jill Jensen,58,jill.jensen@distansakademin.se,0748-797902,high
Jenny Jensen,56,jenny.jensen@distansakademin.se,0796-626715,high
Jöhn Jennings,20,john.jennings@distansakademin.se,0733-742811,medium
Jesse Janssen,58,jesse.janssen@distansakademin.se,0760-718999,low
Jill Jensen,20,jill.jensen@distansakademin.se,0722-330414,low
Jane Jensen,57,jane.jensen@distansakademin.se,0799-447208,low
Jöe Jöhnsön,63,joe.johnson@distansakademin.se,0784-457337,high
Jöe Jennings,32,joe.jennings@distansakademin.se,0716-771257,low
Jasper Jennings,60,jasper.jennings@distansakademin.se,0795-856839,low
Jim Jenkins,53,jim.jenkins@distansakademin.se,0772-462979,medium
Jill Janssen,18,jill.janssen@distansakademin.se,0757-728975,medium
Jane Smith,invalid_age,jane.smith@distansakademin.se,0779-701003,low
Jenny Jensen,invalid_age,jenny.jensen@distansakademin.se,0799-370435,medium
Jim Jenkins,19,jim.jenkins@distansakademin.se,0773-738859,medium
Jesse Jensen,59,jesse.jensen@distansakademin.se,0722-183735,low
Jöe Jacksön,58,joe.jackson@distansakademin.se,0738-414516,low
Jasper Jennings,32,jasper.jennings@distansakademin.se,0736-214123,high
Jade Jöhanssön,29,jade.johansson@distansakademin.se,0713-781825,high
Jesse Jensen,55,jesse.jensen@distansakademin.se,0729-108444,high
Jasper Jensen,49,invalid_mail,0792-491201,low
Jesse Jöhnsön,60,jesse.johnson@distansakademin.se,0747-634935,high
Jöe Jönes,23,invalid_mail,0771-484795,high
Jade Smith,26,jade.smith@distansakademin.se,0742-446099,low
Jane Jönes,31,jane.jones@distansakademin.se,0727-609912,medium
Jöe Smith,38,joe.smith@distansakademin.se,0746-502099,medium
Jill Jennings,invalid_age,jill.jennings@distansakademin.se,0737-759675,high
Jöhn Janssen,invalid_age,john.janssen@distansakademin.se,0796-896624,high
Jesse Jöhanssön,53,jesse.johansson@distansakademin.se,0755-292522,low
Jesse Janssen,64,invalid_mail,0742-573512,high
Jasper Jensen,invalid_age,jasper.jensen@distansakademin.se,0798-856797,high
Jöhn Smith,33,john.smith@distansakademin.se,0768-319030,low
Jenny Jennings,25,jenny.jennings@distansakademin.se,0716-714464,low
Jöe Janssen,54,joe.janssen@distansakademin.se,0733-762921,high
Jasper Jensen,21,jasper.jensen@distansakademin.se,0737-914188,medium
Jöhn Jöhanssön,invalid_age,john.johansson@distansakademin.se,0755-545804,low
Jill Jenkins,invalid_age,jill.jenkins@distansakademin.se,0766-260059,low
Jade Jensen,58,jade.jensen@distansakademin.se,0748-936732,low
Jane Jöhnsön,60,jane.johnson@distansakademin.se,0795-292021,high
Jill Smith,invalid_age,jill.smith@distansakademin.se,0722-475860,low
Jöe Janssen,53,joe.janssen@distansakademin.se,0711-348996,high
Jesse Jöhanssön,invalid_age,jesse.johansson@distansakademin.se,0727-566830,high
Jesse Jennings,invalid_age,invalid_mail,0727-357148,low
Jesse Jacksön,21,jesse.jackson@distansakademin.se,0778-392228,low
Jade Jönes,51,jade.jones@distansakademin.se,0756-627095,high
Jenny Jönes,47,jenny.jones@distansakademin.se,0787-703089,low
Jack Jönes,39,jack.jones@distansakademin.se,0741-228234,medium
Jöe Jacksön,42,joe.jackson@distansakademin.se,0792-320146,high
Jenny Jöhnsön,invalid_age,jenny.johnson@distansakademin.se,0730-531145,low
Jade Jönes,21,jade.jones@distansakademin.se,0743-295169,high
Jill Jennings,19,jill.jennings@distansakademin.se,0745-981106,medium
Jesse Jennings,56,jesse.jennings@distansakademin.se,0755-878987,high
Jenny Janssen,32,jenny.janssen@distansakademin.se,0724-428131,high
Jill Jensen,invalid_age,jill.jensen@distansakademin.se,0734-614028,medium
Jill Jensen,64,jill.jensen@distansakademin.se,0713-740331,high
Jade Jensen,invalid_age,invalid_mail,0775-110696,medium
Jasper Jacksön,58,jasper.jackson@distansakademin.se,0740-157424,low
Jasper Jennings,invalid_age,jasper.jennings@distansakademin.se,0720-147060,low
Jade Jacksön,18,jade.jackson@distansakademin.se,0735-727858,medium
Jenny Smith,22,jenny.smith@distansakademin.se,0793-341788,medium
Jade Jennings,invalid_age,jade.jennings@distansakademin.se,0795-351324,low
Jack Jöhanssön,57,invalid_mail,0781-759415,medium
Jöhn Jensen,56,john.jensen@distansakademin.se,0777-160693,medium
Jade Jensen,44,jade.jensen@distansakademin.se,0797-449766,medium
Jim Janssen,58,jim.janssen@distansakademin.se,0793-942783,medium
Jöhn Jönes,45,john.jones@distansakademin.se,0717-975411,high
Jim Smith,27,jim.smith@distansakademin.se,0741-877248,medium
Jasper Jensen,invalid_age,jasper.jensen@distansakademin.se,0776-541491,medium
Jasper Jenkins,61,jasper.jenkins@distansakademin.se,0735-933250,high
Jöe Janssen,invalid_age,invalid_mail,0780-522747,low
Jack Jenkins,43,jack.jenkins@distansakademin.se,0774-386219,low
Jasper Smith,30,jasper.smith@distansakademin.se,0761-563069,medium
Jesse Jensen,21,jesse.jensen@distansakademin.se,0775-474226,medium
Jade Jensen,33,jade.jensen@distansakademin.se,0797-339943,high
Jane Jenkins,24,jane.jenkins@distansakademin.se,0776-878680,medium
Jasper Jöhnsön,27,jasper.johnson@distansakademin.se,0731-584882,medium
Jasper Jenkins,41,jasper.jenkins@distansakademin.se,0785-908760,medium
Jöhn Jöhnsön,39,john.johnson@distansakademin.se,0783-721256,medium
Jack Jacksön,29,jack.jackson@distansakademin.se,0780-707862,medium
Jöe Janssen,62,invalid_mail,0792-519521,high
Jöhn Jacksön,59,john.jackson@distansakademin.se,0773-116677,medium
Jill Janssen,58,jill.janssen@distansakademin.se,0778-577149,low
Jane Smith,43,jane.smith@distansakademin.se,0776-831399,low
Jim Smith,54,jim.smith@distansakademin.se,0743-444439,low
Jesse Jöhnsön,invalid_age,jesse.johnson@distansakademin.se,0798-313884,high
Jack Jönes,18,jack.jones@distansakademin.se,0768-567413,medium
Jim Jensen,invalid_age,jim.jensen@distansakademin.se,0757-408355,high
Jane Jennings,invalid_age,jane.jennings@distansakademin.se,0720-822993,low
Jim Jacksön,22,jim.jackson@distansakademin.se,0795-504417,medium
Jim Jenkins,invalid_age,jim.jenkins@distansakademin.se,0724-489062,high
Jesse Jöhanssön,invalid_age,jesse.johansson@distansakademin.se,0757-881398,medium
Jack Jennings,49,jack.jennings@distansakademin.se,0718-240822,low
Jack Jöhnsön,19,jack.johnson@distansakademin.se,0735-721431,high
Jöhn Jensen,41,john.jensen@distansakademin.se,0760-560676,medium
Jöhn Jöhanssön,invalid_age,invalid_mail,0778-590268,high
Jack Jöhanssön,62,jack.johansson@distansakademin.se,0768-605914,low
Jöe Jensen,25,joe.jensen@distansakademin.se,0762-290587,medium
Jane Jensen,29,jane.jensen@distansakademin.se,0744-132942,medium
Jade Jensen,38,jade.jensen@distansakademin.se,0798-400660,low
Jim Jöhnsön,63,jim.johnson@distansakademin.se,0784-612037,medium
Jesse Jennings,61,jesse.jennings@distansakademin.se,0729-237464,high
Jöhn Jensen,58,invalid_mail,0788-747164,medium
Jade Janssen,37,jade.janssen@distansakademin.se,0729-903147,high
Jim Jennings,24,jim.jennings@distansakademin.se,0717-266657,high
Jade Jönes,48,jade.jones@distansakademin.se,0726-509857,high
Jill Jönes,40,invalid_mail,0711-191177,medium
Jane Smith,invalid_age,invalid_mail,0794-347449,low
Jenny Smith,54,jenny.smith@distansakademin.se,0763-242843,low
Jenny Janssen,invalid_age,jenny.janssen@distansakademin.se,0725-631669,high
Jöhn Jenkins,56,john.jenkins@distansakademin.se,0769-815979,low
Jade Jenkins,invalid_age,jade.jenkins@distansakademin.se,0792-763877,medium
Jasper Jöhanssön,33,jasper.johansson@distansakademin.se,0754-665851,high
Jade Jönes,43,jade.jones@distansakademin.se,0776-627879,high
Jenny Janssen,65,jenny.janssen@distansakademin.se,0767-524420,high
Jesse Jensen,42,jesse.jensen@distansakademin.se,0778-363919,low
Jill Janssen,20,jill.janssen@distansakademin.se,0740-771721,low
Jade Janssen,65,jade.janssen@distansakademin.se,0710-368682,medium
Jasper Jensen,50,jasper.jensen@distansakademin.se,0726-914975,medium
Jasper Smith,37,jasper.smith@distansakademin.se,0740-966005,low
Jim Jönes,27,jim.jones@distansakademin.se,0763-979033,low
Jenny Jenkins,53,jenny.jenkins@distansakademin.se,0773-785677,low
Jesse Jenkins,invalid_age,jesse.jenkins@distansakademin.se,0795-751164,low
Jill Janssen,29,jill.janssen@distansakademin.se,0791-591816,medium
Jöe Jönes,invalid_age,joe.jones@distansakademin.se,0715-796233,medium
Jenny Jöhnsön,19,jenny.johnson@distansakademin.se,0737-542752,high
Jane Jensen,63,jane.jensen@distansakademin.se,0759-826561,low
Jenny Janssen,37,jenny.janssen@distansakademin.se,0754-298799,medium
Jenny Jönes,45,invalid_mail,0775-861674,high
Jim Jöhnsön,42,jim.johnson@distansakademin.se,0719-505911,high
Jöhn Jensen,47,john.jensen@distansakademin.se,0726-516820,low
Jasper Jöhanssön,46,invalid_mail,0741-531594,medium
Jane Jenkins,42,jane.jenkins@distansakademin.se,0718-483552,medium
Jenny Janssen,52,jenny.janssen@distansakademin.se,0767-915581,high
Jade Smith,57,jade.smith@distansakademin.se,0783-374919,low
Jesse Jönes,42,jesse.jones@distansakademin.se,0751-862120,medium
Jane Jenkins,20,jane.jenkins@distansakademin.se,0747-725856,high
Jill Jöhnsön,58,jill.johnson@distansakademin.se,0748-396605,low
Jesse Jönes,invalid_age,jesse.jones@distansakademin.se,0743-936401,low
Jim Smith,invalid_age,jim.smith@distansakademin.se,0780-213873,low
Jade Smith,32,invalid_mail,0775-245974,low
Jane Jöhanssön,45,jane.johansson@distansakademin.se,0711-494567,medium
Jöe Janssen,38,joe.janssen@distansakademin.se,0799-716430,low
Jane Jöhanssön,41,invalid_mail,0795-631082,high
Jesse Jensen,43,jesse.jensen@distansakademin.se,0788-549528,high
Jöe Jacksön,invalid_age,joe.jackson@distansakademin.se,0716-374431,medium
Jill Jönes,45,jill.jones@distansakademin.se,0732-520729,medium
Jasper Jacksön,invalid_age,jasper.jackson@distansakademin.se,0730-326752,medium
Jesse Jenkins,47,jesse.jenkins@distansakademin.se,0796-557749,medium
Jenny Jensen,43,jenny.jensen@distansakademin.se,0729-617276,medium
Jenny Jöhanssön,18,invalid_mail,0783-393866,high
Jade Jensen,50,jade.jensen@distansakademin.se,0712-803091,high
Jane Jönes,20,jane.jones@distansakademin.se,0730-476105,medium
Jim Jennings,61,jim.jennings@distansakademin.se,0712-126412,high
Jane Jensen,60,jane.jensen@distansakademin.se,0786-396895,high
Jasper Smith,51,jasper.smith@distansakademin.se,0734-580168,high
Jasper Smith,29,jasper.smith@distansakademin.se,0775-581596,low
Jasper Jensen,30,jasper.jensen@distansakademin.se,0734-202028,high
Jill Jennings,26,jill.jennings@distansakademin.se,0731-390965,medium
Jasper Jöhanssön,49,jasper.johansson@distansakademin.se,0784-633373,low
Jack Jöhnsön,24,jack.johnson@distansakademin.se,0787-374061,low
Jesse Smith,31,jesse.smith@distansakademin.se,0725-254512,medium
Jane Jönes,64,jane.jones@distansakademin.se,0749-195669,low
Jane Jöhnsön,31,jane.johnson@distansakademin.se,0739-890077,low
Jesse Jennings,39,jesse.jennings@distansakademin.se,0716-926205,medium
Jade Jensen,59,jade.jensen@distansakademin.se,0732-190234,low
Jöhn Smith,24,john.smith@distansakademin.se,0732-664997,low
Jenny Jensen,36,jenny.jensen@distansakademin.se,0758-435591,medium
Jill Jensen,invalid_age,invalid_mail,0716-263697,high
Jade Jennings,38,jade.jennings@distansakademin.se,0769-813597,high
Jesse Jönes,48,jesse.jones@distansakademin.se,0768-255710,low
Jane Janssen,invalid_age,jane.janssen@distansakademin.se,0758-112116,low
Jenny Jennings,34,invalid_mail,0765-616044,medium
Jim Jacksön,invalid_age,jim.jackson@distansakademin.se,0744-975204,high
Jane Janssen,36,jane.janssen@distansakademin.se,0776-817863,medium
Jill Jennings,invalid_age,jill.jennings@distansakademin.se,0795-166556,high
Jack Jöhanssön,31,jack.johansson@distansakademin.se,0795-936317,medium
Jill Jensen,53,invalid_mail,0773-596926,medium
Jade Jacksön,invalid_age,invalid_mail,0722-191643,high
Jesse Jennings,21,jesse.jennings@distansakademin.se,0764-191381,medium
Jack Jensen,30,jack.jensen@distansakademin.se,0738-351177,low
Jack Jensen,56,jack.jensen@distansakademin.se,0712-606688,medium
Jane Jensen,43,invalid_mail,0782-520269,medium
Jesse Jensen,21,jesse.jensen@distansakademin.se,0759-265425,low
Jesse Jöhanssön,25,jesse.johansson@distansakademin.se,0790-867227,low
Jade Jöhnsön,invalid_age,jade.johnson@distansakademin.se,0718-928368,medium
Jade Smith,invalid_age,jade.smith@distansakademin.se,0733-704321,low
Jill Janssen,45,jill.janssen@distansakademin.se,0749-262516,low
Jane Jennings,invalid_age,jane.jennings@distansakademin.se,0789-982338,high
Jasper Jensen,20,jasper.jensen@distansakademin.se,0752-565789,medium
Jack Jenkins,33,jack.jenkins@distansakademin.se,0765-879177,medium
Jane Jensen,35,jane.jensen@distansakademin.se,0725-444706,medium
Jim Jöhnsön,22,jim.johnson@distansakademin.se,0716-481387,high
Jane Jensen,29,jane.jensen@distansakademin.se,0771-727810,medium
Jesse Jöhnsön,63,jesse.johnson@distansakademin.se,0791-847085,high
Jade Jöhanssön,23,jade.johansson@distansakademin.se,0786-532325,low
Jöhn Jönes,27,john.jones@distansakademin.se,0764-707997,low
Jenny Janssen,58,invalid_mail,0774-209417,low
Jesse Jacksön,49,jesse.jackson@distansakademin.se,0793-690545,high
Jöhn Jönes,40,john.jones@distansakademin.se,0739-939445,low
Jöhn Jacksön,55,john.jackson@distansakademin.se,0784-298606,medium
Jesse Jönes,65,jesse.jones@distansakademin.se,0760-154809,low
Jöe Jensen,51,joe.jensen@distansakademin.se,0719-805928,high
Jasper Jönes,invalid_age,jasper.jones@distansakademin.se,0743-778234,high
Jim Jensen,32,jim.jensen@distansakademin.se,0724-431101,medium
Jane Janssen,34,jane.janssen@distansakademin.se,0716-765554,high
Jack Jacksön,37,jack.jackson@distansakademin.se,0762-760849,medium
Jane Jensen,27,jane.jensen@distansakademin.se,0790-950470,medium
Jade Jöhnsön,50,jade.johnson@distansakademin.se,0750-691226,low
Jenny Jenkins,39,jenny.jenkins@distansakademin.se,0791-504921,low
Jack Smith,44,jack.smith@distansakademin.se,0774-756710,low
Jöhn Janssen,53,john.janssen@distansakademin.se,0783-204612,high
Jack Jöhanssön,56,jack.johansson@distansakademin.se,0745-205387,low
Jill Jönes,50,jill.jones@distansakademin.se,0729-498439,medium
Jesse Smith,26,invalid_mail,0764-490268,high
Jasper Smith,37,jasper.smith@distansakademin.se,0728-531016,medium
Jesse Jennings,invalid_age,jesse.jennings@distansakademin.se,0763-784608,medium
Jack Jennings,55,jack.jennings@distansakademin.se,0757-152023,low
Jill Jacksön,58,jill.jackson@distansakademin.se,0782-205253,low
Jesse Jensen,29,jesse.jensen@distansakademin.se,0784-897064,high
Jim Jensen,62,jim.jensen@distansakademin.se,0755-753168,high
Jane Jennings,50,jane.jennings@distansakademin.se,0766-761509,high
Jade Janssen,invalid_age,invalid_mail,0735-925451,low
Jane Janssen,62,jane.janssen@distansakademin.se,0795-295851,low
Jim Jöhnsön,26,jim.johnson@distansakademin.se,0718-965538,high
Jöhn Jensen,58,john.jensen@distansakademin.se,0796-572853,low
Jöhn Jönes,55,john.jones@distansakademin.se,0793-163433,high
Jöhn Jensen,37,john.jensen@distansakademin.se,0731-957930,high
Jesse Jönes,50,jesse.jones@distansakademin.se,0726-740961,high
Jade Jenkins,34,jade.jenkins@distansakademin.se,0757-906049,high
Jöhn Smith,invalid_age,john.smith@distansakademin.se,0745-802701,medium
Jill Jöhanssön,25,jill.johansson@distansakademin.se,0723-261311,medium
Jenny Janssen,27,jenny.janssen@distansakademin.se,0750-737248,high
Jasper Jacksön,54,jasper.jackson@distansakademin.se,0792-432210,medium
Jöhn Jensen,62,john.jensen@distansakademin.se,0797-174047,high
Jack Jönes,53,invalid_mail,0764-285196,high
Jade Jensen,20,jade.jensen@distansakademin.se,0754-113633,low
Jane Jenkins,59,jane.jenkins@distansakademin.se,0721-765872,low
Jesse Jönes,25,jesse.jones@distansakademin.se,0771-852831,medium
Jasper Smith,34,jasper.smith@distansakademin.se,0791-111609,medium
Jill Jöhnsön,22,jill.johnson@distansakademin.se,0753-319506,high
Jade Jenkins,invalid_age,jade.jenkins@distansakademin.se,0760-477041,medium
Jill Jensen,20,jill.jensen@distansakademin.se,0729-193435,medium
Jöe Jennings,38,joe.jennings@distansakademin.se,0737-398063,high
Jenny Jöhanssön,63,jenny.johansson@distansakademin.se,0771-723983,high
Jasper Jenkins,25,jasper.jenkins@distansakademin.se,0775-179074,medium
Jack Jacksön,59,jack.jackson@distansakademin.se,0744-493930,medium
Jenny Jenkins,25,jenny.jenkins@distansakademin.se,0755-967656,high
Jim Janssen,21,jim.janssen@distansakademin.se,0781-301864,medium
Jade Jennings,64,jade.jennings@distansakademin.se,0791-923958,medium
Jane Janssen,29,jane.janssen@distansakademin.se,0768-169250,low
Jade Jensen,39,jade.jensen@distansakademin.se,0717-492072,medium
Jade Jenkins,invalid_age,jade.jenkins@distansakademin.se,0714-960491,high
Jasper Jensen,28,invalid_mail,0798-244450,low
Jesse Jennings,47,jesse.jennings@distansakademin.se,0760-682375,low
Jack Jönes,31,invalid_mail,0766-384378,high
Jill Jacksön,invalid_age,jill.jackson@distansakademin.se,0732-963946,medium
Jim Jenkins,28,jim.jenkins@distansakademin.se,0781-955634,medium
Jöe Jacksön,invalid_age,joe.jackson@distansakademin.se,0730-294161,low
Jade Jensen,24,jade.jensen@distansakademin.se,0762-337082,low
Jim Jensen,40,jim.jensen@distansakademin.se,0731-779318,low
Jenny Jensen,43,jenny.jensen@distansakademin.se,0731-491783,medium
Jasper Jenkins,36,jasper.jenkins@distansakademin.se,0754-709826,medium
Jenny Jönes,34,jenny.jones@distansakademin.se,0792-380278,high
Jane Jönes,24,invalid_mail,0732-898127,high
Jim Smith,45,jim.smith@distansakademin.se,0745-142483,medium
Jöe Jacksön,42,joe.jackson@distansakademin.se,0711-923684,medium
Jasper Jensen,49,jasper.jensen@distansakademin.se,0736-441438,medium
